name,id,align,eye,hair,gender,gsm,alive,appearances,first_appear,publisher
Reed Richards (Counter-Earth) (Earth-616),NA,Neutral,Brown Eyes,Brown Hair,Male,NA,Living Characters,20,May-72,marvel
Georges Baptiste (Earth-616),Secret,Bad,NA,NA,Male,NA,Living Characters,20,Apr-73,marvel
Kronos (Eternal) (Earth-616),Secret,Good,NA,NA,Male,NA,Living Characters,20,Feb-73,marvel
Nebulon (Earth-616),Secret,Bad,Red Eyes,No Hair,Male,NA,Deceased Characters,20,May-74,marvel
Terrance Sorenson (Earth-616),Public,Neutral,Brown Eyes,Bald,Male,NA,Living Characters,20,Jul-74,marvel
Andr\u00e9 Gerard (Earth-616),Secret,Bad,Blue Eyes,NA,Male,NA,Deceased Characters,20,Apr-75,marvel
Lunatik (Tyrk Fragment) (Earth-616),NA,NA,Blue Eyes,White Hair,Male,NA,Deceased Characters,20,May-75,marvel
Garm (Earth-616),NA,Bad,Yellow Eyes,Brown Hair,Female,NA,Living Characters,20,Sep-76,marvel
Tyrak (Earth-616),No Dual,Bad,Black Eyes,Black Hair,Male,NA,Living Characters,20,Dec-76,marvel
Emma Collins (Earth-616),No Dual,Good,NA,Grey Hair,Female,NA,Living Characters,20,Jan-77,marvel
Eson (Earth-616),Secret,Neutral,NA,No Hair,Male,NA,Living Characters,20,Mar-77,marvel
Oneg (Earth-616),NA,Neutral,NA,NA,NA,NA,Living Characters,20,Mar-77,marvel
Jerry Hunt (Earth-616),Secret,Good,NA,Black Hair,Male,NA,Living Characters,20,Apr-78,marvel
Sleipnir (Earth-616),NA,Good,Black Eyes,Black Hair,Male,NA,Living Characters,20,Aug-78,marvel
Adora (Earth-616),Secret,NA,NA,NA,Female,NA,Deceased Characters,20,Mar-79,marvel
Michael Bowen (Earth-616),Public,Neutral,NA,Bald,Male,NA,Deceased Characters,20,Dec-80,marvel
Wade Cole (Earth-616),NA,Bad,NA,NA,Male,NA,Deceased Characters,20,May-80,marvel
Joseph Cartelli (Earth-616),Secret,Good,Blue Eyes,Brown Hair,Male,NA,Living Characters,20,Jul-81,marvel
Amy Powell (Earth-616),No Dual,NA,Hazel Eyes,Blond Hair,Female,NA,Living Characters,20,Jul-82,marvel
Brian Banner (Earth-616),Public,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,20,Jan-82,marvel
Centurious (Earth-616),Secret,NA,Brown Eyes,White Hair,Male,NA,Living Characters,20,Nov-82,marvel
"Winthrop Roan, Jr. (Earth-616)",Secret,Good,Blue Eyes,Red Hair,Male,NA,Living Characters,20,May-82,marvel
Sassafras (Earth-616),Public,Good,Brown Eyes,Brown Hair,Female,NA,Living Characters,20,Aug-83,marvel
Wendy Conrad (Earth-616),NA,Bad,Blue Eyes,Blond Hair,Female,NA,Living Characters,20,Nov-83,marvel
Jesse Black Crow (Earth-616),Secret,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,20,Apr-84,marvel
Alfredo Morelli (Earth-616),Secret,Bad,Blue Eyes,Blond Hair,Male,NA,Living Characters,20,Nov-86,marvel
Amanda Batavides (Earth-616),NA,Good,NA,Blond Hair,Female,NA,Living Characters,20,Mar-86,marvel
Nicholas Powell (Earth-616),Secret,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,20,Jun-86,marvel
Simon Walterson (Earth-616),Secret,Good,NA,No Hair,Male,NA,Living Characters,20,Feb-86,marvel
Beatrix Keener (Earth-616),Secret,Bad,NA,White Hair,Female,NA,Living Characters,20,May-88,marvel
Face (Inferno Baby) (Earth-616),Secret,Neutral,NA,Brown Hair,Male,NA,Living Characters,20,Dec-88,marvel
Olinka Barankova (Earth-616),Secret,Bad,White Eyes,Brown Hair,Female,NA,Living Characters,20,Sep-88,marvel
Orphan-Maker (Peter) (Earth-616),Secret,Bad,NA,NA,Male,NA,Living Characters,20,Aug-88,marvel
Chloe Tran (Earth-616),NA,NA,NA,Blond Hair,Female,NA,Living Characters,20,Jun-89,marvel
John Porter (Earth-616),Public,Good,Black Eyes,Black Hair,Male,NA,Living Characters,20,May-89,marvel
Robin Chapel (Earth-616),Public,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,20,May-89,marvel
Geatar (Earth-616),NA,Bad,Orange Eyes,No Hair,Male,NA,Living Characters,20,Jun-90,marvel
Katherine McClellan (Earth-616),Public,Good,NA,Blond Hair,Female,NA,Living Characters,20,Jul-90,marvel
Keith Kraft (Earth-616),Secret,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,20,Jan-90,marvel
Samuel Majowski (Earth-616),Public,NA,NA,Blond Hair,Male,NA,Living Characters,20,Nov-90,marvel
Delphi (Pantheon) (Earth-616),Secret,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,20,Mar-91,marvel
Devos (Earth-616),Secret,Bad,White Eyes,Blond Hair,Male,NA,Living Characters,20,Dec-91,marvel
Elsie Dee (Earth-616),No Dual,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,20,Mar-91,marvel
Andrew Graves (Earth-616),Secret,Bad,NA,Brown Hair,Male,NA,Deceased Characters,20,May-93,marvel
Anne Weying (Earth-616),No Dual,Neutral,Blue Eyes,NA,Female,NA,Deceased Characters,20,Mar-93,marvel
Brian Hibbs (Earth-616),Secret,Neutral,Brown Eyes,Blond Hair,Male,NA,Living Characters,20,Apr-93,marvel
Pandora Destine (Earth-616),Secret,Good,NA,Red Hair,Female,NA,Living Characters,20,Jul-94,marvel
Rory Destine (Earth-616),Secret,Good,NA,Blond Hair,Male,NA,Living Characters,20,Jul-94,marvel
Samantha Destine (Earth-616),Secret,Good,NA,Red Hair,Female,NA,Living Characters,20,Jul-94,marvel
Vladimir Kravinoff (Earth-616),Secret,Bad,Brown Eyes,Black Hair,Male,NA,Deceased Characters,20,Jun-94,marvel
Sean McKeever (Earth-616),Public,NA,NA,Blond Hair,Male,NA,Living Characters,20,Sep-95,marvel
Bernie Lachenay (Earth-616),Secret,NA,Black Eyes,Bald,Male,NA,Living Characters,20,Aug-97,marvel
Nils Styger (Earth-616),Secret,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,20,Feb-97,marvel
Cassie St. Commons (Earth-616),Secret,Good,NA,Black Hair,Female,NA,Living Characters,20,Sep-98,marvel
Jack Truman (Earth-616),Secret,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,20,Oct-98,marvel
Stewart Ward (Earth-616),NA,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,20,Jan-99,marvel
Dog Logan (Earth-616),No Dual,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,20,Nov-01,marvel
Heather Cameron (Earth-616),Public,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,20,Dec-01,marvel
Temugin (Earth-616),NA,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,20,Jun-02,marvel
Alexander Lexington (Earth-616),NA,Good,NA,Brown Hair,Male,NA,Living Characters,20,Jan-06,marvel
Miguel Reyes (Earth-616),Public,Good,Hazel Eyes,Brown Hair,Male,NA,Living Characters,20,Jan-06,marvel
Ravenous (Earth-616),NA,Bad,Red Eyes,No Hair,Male,NA,Living Characters,20,Jun-06,marvel
Henry Hellrung (Earth-616),Public,Good,Brown Eyes,Brown Hair,Male,NA,Living Characters,20,Apr-07,marvel
Alejandra Blaze (Earth-616),Secret,Neutral,Brown Eyes,Black Hair,Female,NA,Living Characters,20,Sep-11,marvel
Lord Deathstrike (Earth-616),Secret,Bad,NA,NA,Male,NA,Living Characters,20,Jul-11,marvel
Rachel Cole (Earth-616),No Dual,Good,Blue Eyes,Red Hair,Female,NA,Living Characters,20,Oct-11,marvel
Jet Zola (Earth-616),Secret,Neutral,Brown Eyes,Black Hair,Female,NA,Living Characters,20,Jan-13,marvel
Aldrif Odinsdottir (Earth-616),Secret,Neutral,White Eyes,Red Hair,Female,NA,Living Characters,20,NA,marvel
Dennis Burton (Earth-616),Secret,Good,Brown Eyes,Brown Hair,Male,NA,Living Characters,19,Feb-40,marvel
Richard Jones (Phantom Reporter) (Earth-616),Secret,Good,Blue Eyes,Red Hair,Male,NA,Living Characters,19,Apr-40,marvel
Roddy Colt (Earth-616),Secret,Good,Brown Eyes,Brown Hair,Male,NA,Living Characters,19,Apr-42,marvel
Benjamin Franklin (Earth-616),No Dual,Good,NA,NA,Male,NA,Deceased Characters,19,Jul-43,marvel
Lobo (Native American) (Earth-616),No Dual,Good,NA,Black Hair,Male,NA,Living Characters,19,Aug-48,marvel
Battle Brady (Earth-616),No Dual,Good,NA,Blond Hair,Male,NA,Living Characters,19,Oct-52,marvel
Socko Swenski (Earth-616),Public,Good,NA,Red Hair,Male,NA,Living Characters,19,Oct-52,marvel
Belle Taylor (Earth-616),No Dual,Good,NA,Black Hair,Female,NA,Living Characters,19,Sep-54,marvel
Jane Hastings (Earth-616),Secret,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,19,Sep-54,marvel
Hamir the Hermit (Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,19,Aug-63,marvel
Kathryn Worthington (Earth-616),Public,Good,Blue Eyes,Blond Hair,Female,NA,Deceased Characters,19,Nov-65,marvel
"Nick Lewis, Sr. (Earth-616)",Secret,Bad,Brown Eyes,Black Hair,Male,NA,Deceased Characters,19,Jul-65,marvel
Warren Worthington Jr. (Earth-616),Public,Neutral,Blue Eyes,Black Hair,Male,NA,Deceased Characters,19,Nov-65,marvel
Brian Dunlap (Earth-616),Secret,Bad,Blue Eyes,Grey Hair,Male,NA,Living Characters,19,Jan-67,marvel
Vincent Patilio (Earth-616),NA,Neutral,Brown Eyes,Brown Hair,Male,NA,Living Characters,19,Feb-67,marvel
Caesar Cicero (Earth-616),NA,Bad,NA,Brown Hair,Male,NA,Living Characters,19,Jun-69,marvel
Victor Frankenstein (Earth-616),Public,Neutral,Blue Eyes,Brown Hair,Male,NA,Living Characters,19,Aug-69,marvel
Darren Bentley (Earth-616),Secret,Bad,NA,NA,Male,NA,Deceased Characters,19,Jan-70,marvel
Jenna (Earth-616),No Dual,Neutral,Blue Eyes,Blond Hair,Female,NA,Living Characters,19,Jun-71,marvel
Kulan Gath (Earth-616),No Dual,Bad,NA,NA,Male,NA,Living Characters,19,Mar-72,marvel
Patricia Starr (Earth-616),Public,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,19,Sep-72,marvel
Thulsa Doom (Earth-616),Secret,Bad,Blue Eyes,White Hair,Male,NA,Living Characters,19,Apr-72,marvel
Linda Littletrees (Earth-616),Secret,Neutral,Brown Eyes,Black Hair,Female,NA,Living Characters,19,Jun-73,marvel
Agamotto (Earth-616),Secret,Neutral,Variable Eyes,Variable Hair,Male,NA,Deceased Characters,19,Jun-74,marvel
Harold Meachum (Earth-616),NA,Bad,NA,Grey Hair,Male,NA,Deceased Characters,19,May-74,marvel
Abner Little (Earth-616),Public,NA,Blue Eyes,Black Hair,Male,NA,Deceased Characters,19,Jan-77,marvel
Astra (Imperial Guard) (Earth-616),Secret,Neutral,White Eyes,Red Hair,Female,NA,Living Characters,19,Oct-77,marvel
Byron Calley (Earth-616),Secret,Bad,Blue Eyes,White Hair,Male,NA,Living Characters,19,Nov-77,marvel
Hobgoblin (Imperial Guard) (Earth-616),Secret,Neutral,Yellow Eyes,No Hair,Male,NA,Deceased Characters,19,Oct-77,marvel
Lance Hunter (Earth-616),No Dual,Good,Blue Eyes,Grey Hair,Male,NA,Living Characters,19,Feb-77,marvel
Maria Carbonell (Earth-616),Public,Neutral,Brown Eyes,Grey Hair,Female,NA,Living Characters,19,Nov-77,marvel
Rick Rojatt (Earth-616),Secret,Good,NA,NA,Male,NA,Living Characters,19,Sep-77,marvel
Scintilla (Earth-616),Secret,Neutral,Blue Eyes,Red Hair,Female,NA,Living Characters,19,Oct-77,marvel
Zanda (Earth-616),Public,NA,Brown Eyes,Black Hair,Female,NA,Deceased Characters,19,Jan-77,marvel
Denise Baranger (Earth-616),Secret,Bad,Violet Eyes,Black Hair,Female,NA,Deceased Characters,19,Jan-78,marvel
Josef Saint (Earth-616),Secret,Bad,NA,Grey Hair,Male,NA,Deceased Characters,19,Dec-78,marvel
Amahl Farouk (Earth-616),Secret,Bad,NA,Bald,Male,NA,Living Characters,19,Jan-79,marvel
Ray Landers (Earth-616),NA,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,19,Dec-80,marvel
Flying Tiger (Earth-616),Secret,Bad,NA,NA,Male,NA,Living Characters,19,Oct-81,marvel
Victoria Star (Earth-616),Public,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,19,Nov-81,marvel
James McDonald (Earth-616),Public,Good,Brown Eyes,Brown Hair,Male,NA,Living Characters,19,May-82,marvel
Luke Merriweather (Earth-616),Secret,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,19,Jul-82,marvel
Eitri (Earth-616),Public,Good,Brown Eyes,Brown Hair,Male,NA,Living Characters,19,Nov-83,marvel
Francis Tork (Earth-616),NA,Good,NA,NA,Male,NA,Living Characters,19,Nov-83,marvel
Tundra (Earth-616),Public,Bad,NA,NA,NA,NA,Living Characters,19,Aug-83,marvel
Ferdinand Lopez (Earth-616),Secret,Bad,Blue Eyes,Black Hair,Male,NA,Deceased Characters,19,Feb-85,marvel
Abraham Kieros (Earth-616),Secret,Neutral,Blue Eyes,Brown Hair,Male,NA,Living Characters,19,Dec-86,marvel
Bartholomew Jones (Earth-616),No Dual,NA,Blue Eyes,Brown Hair,Male,NA,Living Characters,19,Mar-86,marvel
Craig Saunders Jr. (Earth-616),Public,Bad,Blue Eyes,White Hair,Male,NA,Living Characters,19,Mar-86,marvel
Mick (son of Ruby) (Earth-616),Public,Good,NA,Black Hair,Male,NA,Living Characters,19,Jul-86,marvel
Stephen Beckley (Earth-616),Public,Good,Blue Eyes,Brown Hair,Male,NA,Living Characters,19,Feb-87,marvel
Dreamqueen (Earth-616),Secret,Bad,Yellow Eyes,Green Hair,Female,NA,Living Characters,19,Mar-88,marvel
Fantasia (Earth-616),Secret,NA,Red Eyes,No Hair,Female,NA,Living Characters,19,Apr-89,marvel
Garthan Saal (Earth-616),NA,Good,White Eyes,Black Hair,Male,NA,Deceased Characters,19,Mar-89,marvel
Mephista (Earth-616),Secret,Neutral,Orange Eyes,Black Hair,Female,NA,Living Characters,19,Aug-89,marvel
Victor Strange (Earth-616),Secret,Good,Blue Eyes,Brown Hair,Male,NA,Deceased Characters,19,Nov-89,marvel
Meryet Karim (Earth-616),Secret,Neutral,Yellow Eyes,Black Hair,Female,NA,Living Characters,19,Oct-90,marvel
Prometheus (Pantheon) (Earth-616),Secret,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,19,Apr-90,marvel
Albert (Earth-616),No Dual,Neutral,Red Eyes,Black Hair,Male,NA,Living Characters,19,Mar-91,marvel
Ginger Beach (Earth-616),Public,Good,NA,Auburn Hair,Female,NA,Living Characters,19,Sep-91,marvel
Infinity (Entity) (Earth-616),Secret,Neutral,Red Eyes,NA,NA,NA,Living Characters,19,Jul-91,marvel
Nathan Taylor (Earth-616),Secret,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,19,Mar-91,marvel
Edward Dyson (Earth-616),Secret,Good,NA,Brown Hair,Male,NA,Living Characters,19,Nov-92,marvel
Leona McBride (Earth-616),Secret,Good,NA,Black Hair,Female,NA,Living Characters,19,Jun-92,marvel
Michael Jeffries (Earth-616),Public,Good,NA,Brown Hair,Male,NA,Deceased Characters,19,Oct-92,marvel
Wolf (Quentin Carnival) (Earth-616),NA,Good,NA,Brown Hair,Male,NA,Living Characters,19,Aug-92,marvel
Adam Destine (Earth-616),Secret,NA,NA,Blond Hair,Male,NA,Living Characters,19,Oct-94,marvel
George Baker (Earth-616),Secret,Bad,Red Eyes,Bald,Male,NA,Living Characters,19,Nov-94,marvel
Izo (Earth-616),NA,Good,White Eyes,White Hair,Male,NA,Living Characters,19,Mar-96,marvel
Thor Odinson (Heroes Reborn) (Earth-616),Public,Good,NA,NA,Male,NA,Deceased Characters,19,Nov-96,marvel
Chesbro (Earth-616),NA,Bad,NA,Bald,Male,NA,Living Characters,19,Jan-97,marvel
Edward McDonough (Earth-616),Secret,Good,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,19,Sep-98,marvel
Nahrees (Earth-616),Public,NA,White Eyes,Black Hair,Female,NA,Living Characters,19,Dec-98,marvel
Nakia (Earth-616),Secret,Bad,Brown Eyes,Black Hair,Female,NA,Living Characters,19,Nov-98,marvel
Katherine Farrell (Earth-616),Public,Good,NA,Red Hair,Female,NA,Living Characters,19,Jun-02,marvel
Isaiah Bradley (Earth-616),Secret,Good,Brown Eyes,Bald,Male,NA,Living Characters,19,Jan-03,marvel
Lorelei Travis (Earth-616),Public,Neutral,Green Eyes,Pink Hair,Female,NA,Living Characters,19,Jul-04,marvel
Praxagora (Earth-616),Public,Good,Blue Eyes,No Hair,Female,NA,Deceased Characters,19,Jul-06,marvel
Profile (Earth-616),Secret,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,19,Jul-06,marvel
Hui Lin (Earth-616),Secret,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,19,May-07,marvel
James Wa (Earth-616),Public,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,19,Feb-07,marvel
Li Hua (Earth-616),NA,Good,Brown Eyes,Black Hair,Female,NA,Deceased Characters,19,Oct-07,marvel
Aleksandra Nikolaevna (Earth-616),Secret,Bad,Blue Eyes,Black Hair,Female,NA,Deceased Characters,19,Oct-08,marvel
Alisande Morales (Earth-616),No Dual,Good,NA,Black Hair,Female,NA,Living Characters,19,May-08,marvel
Anti-Venom (Symbiote) (Earth-616),NA,Good,Red Eyes,No Hair,Other,NA,Deceased Characters,19,Oct-08,marvel
Screwball (Earth-616),Secret,Neutral,Blue Eyes,Purple Hair,Female,NA,Living Characters,19,Jul-08,marvel
Adam Brashear (Earth-616),Secret,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,19,Jan-09,marvel
Annie (LMD) (Earth-616),Secret,Good,Green Eyes,Red Hair,Female,NA,Living Characters,19,May-11,marvel
George Tarleton (M.O.D.O.K. Superior) (Earth-616),Secret,Bad,White Eyes,Bald,Male,NA,Living Characters,19,Mar-11,marvel
Drusilla (Earth-616),Public,Good,Black Eyes,Black Hair,Female,NA,Living Characters,19,Feb-13,marvel
Tamara Devoux (Earth-616),Public,Good,Brown Eyes,Black Hair,Female,NA,Living Characters,19,Feb-13,marvel
Shogo Lee (Earth-616),No Dual,Neutral,Brown Eyes,Black Hair,Male,NA,Living Characters,19,NA,marvel
Zar (Earth-616),No Dual,Good,Black Eyes,Brown Hair,Male,NA,Living Characters,18,Oct-39,marvel
Dynamic Man (Earth-616),Secret,Bad,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,18,Mar-40,marvel
John Steele (American Soldier) (Earth-616),No Dual,Good,Brown Eyes,Black Hair,Male,NA,Deceased Characters,18,Jan-40,marvel
Della Mason (Earth-616),No Dual,Bad,NA,Black Hair,Female,NA,Living Characters,18,Aug-48,marvel
Lance Temple (Texas Kid) (Earth-616),Secret,Good,Blue Eyes,Orange Hair,Male,NA,Living Characters,18,Jan-51,marvel
Fenris Wolf (Earth-616),Public,Bad,Red Eyes,Black Hair,Male,NA,Living Characters,18,Mar-65,marvel
Norton McCoy (Earth-616),NA,Good,Blue Eyes,Brown Hair,Male,NA,Living Characters,18,Dec-65,marvel
Bast (Goddess) (Earth-616),No Dual,Neutral,Green Eyes,Black Hair,Female,NA,Living Characters,18,Jul-66,marvel
Theodore Roberts (Earth-616),Public,Neutral,Blue Eyes,Brown Hair,Male,NA,Living Characters,18,Sep-66,marvel
Franz Cadavus (Earth-616),NA,Bad,NA,Blond Hair,Male,NA,Living Characters,18,Jun-68,marvel
Paul Destine (Earth-616),Secret,Bad,Blue Eyes,Brown Hair,Male,NA,Deceased Characters,18,Mar-68,marvel
Alex Nevsky (Earth-616),Secret,Bad,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,18,Jul-69,marvel
Mindy McPherson (Earth-616),No Dual,Neutral,NA,Black Hair,Female,NA,Living Characters,18,Nov-69,marvel
"Clark Savage, Jr. (Earth-616)",No Dual,Good,NA,Bronze Hair,Male,NA,Living Characters,18,Oct-72,marvel
Dakimh (Earth-616),NA,Good,NA,White Hair,Male,NA,Deceased Characters,18,Jun-73,marvel
John D. Armbruster (Earth-616),Public,Good,NA,NA,Male,NA,Living Characters,18,Jun-73,marvel
Dweller-in-Darkness (Earth-616),Secret,Bad,Yellow Eyes,No Hair,Male,NA,Living Characters,18,Nov-74,marvel
Lloyd Bloch (Earth-616),Public,NA,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,18,Jan-74,marvel
Yagzan (Earth-616),Secret,Bad,Black Eyes,No Hair,Male,NA,Living Characters,18,Aug-74,marvel
Alexandra Rasputina (Earth-616),Secret,Neutral,Blue Eyes,Grey Hair,Female,NA,Deceased Characters,18,May-75,marvel
Horus (Deity) (Earth-616),Public,Neutral,Brown Eyes,No Hair,Male,NA,Living Characters,18,Sep-75,marvel
Krakoa (Earth-616),Secret,Neutral,NA,No Hair,NA,NA,Living Characters,18,May-75,marvel
Nathaniel Alexander Byrd (Earth-616),Public,Good,NA,NA,Male,NA,Living Characters,18,May-75,marvel
Norma Astrovik (Earth-616),Public,Neutral,NA,Brown Hair,Female,NA,Living Characters,18,Jul-75,marvel
Werner Schmidt (Brain Drain) (Earth-616),Secret,Bad,Red Eyes,No Hair,Male,NA,Deceased Characters,18,Oct-75,marvel
Aaron English (Earth-616),Public,Good,NA,Strawberry Blond Hair,Male,NA,Living Characters,18,Sep-77,marvel
Aaron Salomon (Earth-616),Secret,Bad,Green Eyes,No Hair,Male,NA,Living Characters,18,Nov-77,marvel
Barton Hamilton (Earth-616),Secret,Bad,Blue Eyes,Black Hair,Male,NA,Deceased Characters,18,Apr-77,marvel
Kingo Sunen (Earth-616),Public,Good,NA,Black Hair,Male,NA,Living Characters,18,May-77,marvel
Nykonn (Earth-616),NA,Bad,NA,NA,NA,NA,Living Characters,18,Jun-77,marvel
Hoder Villison (Earth-616),Secret,Good,White Eyes,White Hair,Male,NA,Living Characters,18,Aug-78,marvel
Jackson Weele (Earth-616),Secret,NA,Brown Eyes,Grey Hair,Male,NA,Living Characters,18,Jul-78,marvel
Jonathan Drew (Earth-616),Public,Neutral,Brown Eyes,Black Hair,Male,NA,Deceased Characters,18,Apr-78,marvel
Alejandro Montoya (Earth-616),Secret,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,18,Aug-79,marvel
Necromon (Earth-616),NA,Bad,Red Eyes,NA,Male,NA,Living Characters,18,Dec-79,marvel
Asmodeus (Demon) (Earth-616),Secret,Bad,Yellow Eyes,Black Hair,Male,NA,Deceased Characters,18,Feb-81,marvel
Carter Blaire (Earth-616),No Dual,Neutral,Blue Eyes,Black Hair,Male,NA,Deceased Characters,18,Mar-81,marvel
Hamilton Slade (Rider) (Earth-616),Secret,Good,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,18,May-81,marvel
Agnar of Vanaheim (Earth-616),Secret,Good,NA,Black Hair,Male,NA,Living Characters,18,Dec-83,marvel
Doug Thompson (Earth-616),Public,Good,NA,Brown Hair,Male,NA,Deceased Characters,18,Sep-83,marvel
Gardner Monroe (Earth-616),Secret,Bad,Grey Eyes,Black Hair,Male,NA,Living Characters,18,Aug-83,marvel
Gayle Watson (Earth-616),No Dual,Good,NA,Brown Hair,Female,NA,Living Characters,18,Nov-83,marvel
Plague (Earth-616),Secret,Bad,NA,Brown Hair,Female,NA,Deceased Characters,18,May-83,marvel
Thomas Lennox (Earth-616),Secret,Good,Brown Eyes,Black Hair,Male,NA,Deceased Characters,18,Mar-83,marvel
Alton Vibereaux (Earth-616),Public,Bad,Blue Eyes,Black Hair,Male,NA,Living Characters,18,Sep-84,marvel
Manslaughter (Earth-616),Secret,Bad,Blue Eyes,NA,Male,NA,Living Characters,18,Jul-84,marvel
Keiv (Earth-616),Public,NA,NA,Bald,Male,NA,Living Characters,18,Aug-85,marvel
Mongoose (Earth-616),Secret,Bad,Brown Eyes,Bald,Male,NA,Living Characters,18,Dec-86,marvel
Robin Braxton (Earth-616),Public,Neutral,Green Eyes,Red Hair,Female,NA,Living Characters,18,Mar-86,marvel
Mister Jip (Earth-616),Secret,Bad,Red Eyes,White Hair,Male,NA,Living Characters,18,Nov-87,marvel
