2017-18 Class Size by Gender and Selected Population ,,,,,,,,,
School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
Haverhill - Haverhill Alternative School,01280033,      47,   6.1,         46,  23.9,  76.1,   4.3, 100.0,78.3
Haverhill - Haverhill High,01280505,"   1,302",  17.4,"      1,950",  50.1,  49.8,   7.4,  14.4,34.2
Haverhill - John G Whittier,01280085,     179,  27.3,        548,  47.8,  52.2,   6.9,  22.1,40.3
Haverhill - Moody,01280045,     198,  11.0,        243,  34.2,  65.8,   4.1,  67.9,52.7
Haverhill - Pentucket Lake Elementary,01280054,     349,  15.2,        504,  45.0,  55.0,  14.7,  31.7,52
Haverhill - TEACH,01280073,      79,   3.3,         48,  12.5,  87.5,   6.3,  97.9,62.5
Haverhill - Tilton,01280075,     236,  20.0,        521,  48.9,  51.1,  24.6,  23.8,66.2
Haverhill - Walnut Square,01280080,      79,  19.8,        139,  56.1,  43.9,   2.2,  10.1,30.2
Hawlemont - Hawlemont Regional,06850005,      39,  20.0,        160,  58.8,  41.3,   0.0,  23.8,50
Helen Y. Davis Leadership Academy Charter Public (District) - Helen Y. Davis Leadership Academy Charter Public School,04190305,      85,  19.2,        232,  46.6,  53.4,   8.2,  27.2,56.5
Hill View Montessori Charter Public (District) - Hill View Montessori Charter Public School,04550050,     113,  20.3,        301,  57.8,  42.2,   7.0,  18.6,16.9
Hilltown Cooperative Charter Public (District) - Hilltown Cooperative Charter Public School,04500105,      78,  25.8,        218,  46.3,  53.7,   0.0,  20.2,15.1
Hingham - East Elementary School,01310005,     192,  19.9,        541,  43.8,  56.2,   0.0,  17.7,5.7
Hingham - Hingham High,01310505,     583,  15.7,"      1,258",  50.2,  49.8,   0.2,   8.2,5.4
Hingham - Hingham Middle School,01310410,     595,  18.7,"      1,076",  47.4,  52.6,   0.3,  11.1,5.8
Hingham - Plymouth River,01310019,     176,  21.3,        469,  51.4,  48.6,   1.7,  13.6,3.4
Hingham - South Elementary,01310020,     191,  22.1,        528,  49.2,  50.8,   0.0,  13.8,3.2
Hingham - Wm L Foster Elementary,01310010,     183,  19.6,        448,  46.4,  53.6,   0.9,  16.3,5.1
Holbrook - Holbrook Middle High School,01330505,     313,  16.5,        605,  49.3,  50.7,   6.1,  16.9,32.4
Holbrook - John F Kennedy,01330018,     136,  21.8,        644,  47.4,  52.6,   8.9,  20.8,30.9
Holland - Holland Elementary,01350005,      65,  17.9,        235,  48.5,  51.5,   0.0,  15.3,26
Holliston - Holliston High,01360505,     465,  16.3,        803,  48.6,  51.3,   1.0,  12.6,5.6
Holliston - Miller School,01360007,     369,  19.9,        686,  48.1,  51.9,   2.9,  21.0,8
Holliston - Placentino Elementary,01360010,     224,  17.9,        753,  46.5,  53.5,   4.1,  14.7,7.2
Holliston - Robert H. Adams Middle School,01360305,     462,  14.0,        685,  50.9,  49.1,   1.6,  19.6,7.2
Holyoke - E N White Elementary,01370045,     181,  20.7,        522,  48.7,  51.3,  19.5,  27.2,72
Holyoke - H.B. Lawrence School,01370070,     106,  15.2,        266,  48.1,  51.9,  29.7,  24.8,90.2
Holyoke - Holyoke High,01370505,     464,  21.5,"      1,314",  48.1,  51.8,  18.7,  18.0,64.3
Holyoke - Joseph Metcalf School,01370003,      65,  18.9,        285,  53.0,  47.0,  10.2,  31.6,54.7
Holyoke - Kelly Elementary,01370040,     216,  20.6,        589,  45.2,  54.8,  35.5,  21.9,90
Holyoke - Lt Clayre Sullivan Elementary,01370055,     304,  15.4,        564,  49.6,  50.4,  20.7,  25.0,79.4
Holyoke - Lt Elmer J McMahon Elementary,01370015,     133,  22.6,        430,  44.4,  55.6,  13.5,  28.8,60.2
Holyoke - Maurice A Donahue Elementary,01370060,     189,  18.5,        500,  43.4,  56.6,  26.6,  31.6,82.8
Holyoke - Morgan Full Service Community School,01370025,     113,  21.6,        443,  50.3,  49.7,  29.3,  22.3,90.3
Holyoke - William R. Peck School,01370030,     168,  13.5,        330,  42.7,  57.3,  34.8,  36.4,90.9
Holyoke - Wm J Dean Vocational Technical High,01370605,      88,  10.6,        162,  43.8,  56.2,  19.8,  34.6,78.4
Holyoke Community Charter (District) - Holyoke Community Charter School,04530005,     197,  24.6,        703,  55.9,  44.1,  15.5,  19.6,65.9
Hopedale - Hopedale Jr Sr High,01380505,     344,  13.7,        505,  50.5,  49.5,   0.8,  16.2,9.1
Hopedale - Memorial,01380010,     232,  21.3,        543,  45.5,  54.5,   2.2,  21.9,11.6
Hopedale - Park Street School,01380003,      14,   6.6,         91,  50.5,  49.5,   0.0,  28.6,14.3
Hopkinton - Center,01390005,      94,  22.0,        473,  49.9,  50.1,  13.7,  10.1,5.1
Hopkinton - Elmwood,01390010,     124,  21.3,        513,  48.3,  51.7,   7.4,   9.7,3.3
Hopkinton - Hopkins Elementary School,01390015,     243,  25.2,        554,  48.7,  51.3,   2.7,  10.1,5.2
Hopkinton - Hopkinton High,01390505,     869,  17.9,"      1,167",  49.9,  50.1,   1.1,  13.0,4.5
Hopkinton - Hopkinton Middle School,01390305,     557,  19.2,        821,  51.4,  48.6,   1.3,  12.9,4.4
Hopkinton - Hopkinton Pre-School,01390003,       9,   8.9,         69,  31.9,  68.1,  20.3,  44.9,5.8
Hudson - C A Farley,01410030,     206,  19.2,        459,  50.8,  49.2,  13.7,  11.8,25.3
Hudson - David J. Quinn Middle School,01410410,     442,  18.2,        660,  52.4,  47.6,   7.1,  19.7,21.8
Hudson - Forest Avenue Elementary,01410015,     150,  21.2,        359,  49.3,  50.7,  15.0,  12.5,23.1
Hudson - Hudson High,01410505,     536,  14.7,        929,  50.6,  49.4,   7.0,  12.8,17.1
Hudson - Mulready Elementary,01410007,     129,  16.3,        243,  48.6,  51.4,  11.9,  22.2,21
Hull - Hull High,01420505,     251,  10.3,        297,  47.8,  52.2,   0.3,  21.2,25.6
Hull - Lillian M Jacobs,01420015,     171,  19.8,        431,  47.3,  52.7,   0.7,  21.3,29.5
Hull - Memorial Middle,01420305,     124,  14.5,        193,  43.5,  56.5,   0.0,  18.1,28
Innovation Academy Charter (District) - Innovation Academy Charter School,04350305,     465,  18.1,        799,  51.7,  48.3,   1.9,  18.6,8.6
Ipswich - Ipswich High,01440505,     370,  11.9,        517,  50.3,  49.5,   1.2,  11.2,11
Ipswich - Ipswich Middle School,01440305,     227,  21.6,        451,  50.8,  49.2,   0.0,  16.2,11.1
Ipswich - Paul F Doyon Memorial,01440007,     175,  20.2,        405,  48.1,  51.9,   3.7,  19.5,11.9
Ipswich - Winthrop,01440015,     186,  18.1,        374,  49.5,  50.5,   5.1,  22.5,20.9
KIPP Academy Boston Charter School (District) - KIPP Academy Boston Charter School,04630205,      92,  38.5,        556,  46.8,  53.2,  30.8,  21.4,62.8
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,04290010,     426,  23.9,"      1,343",  50.2,  49.8,  28.1,  13.3,46.5
King Philip - King Philip Middle School,06900510,     335,  19.9,        745,  47.4,  52.5,   0.7,  15.8,7.8
King Philip - King Philip Regional High,06900505,     487,  19.0,"      1,307",  47.9,  52.1,   0.5,  11.6,8.3
Kingston - Kingston Elementary,01450005,     156,  20.2,        448,  48.2,  51.8,   1.6,  15.8,16.1
Kingston - Kingston Intermediate,01450020,     225,  21.0,        572,  49.1,  50.7,   1.0,  17.8,16.1
Lanesborough - Lanesborough Elementary,01480005,     125,  16.2,        214,  55.1,  44.9,   0.0,  22.0,24.3
Lawrence - Alexander B Bruce,01490015,     155,  20.2,        543,  51.6,  48.4,  40.0,  17.1,61.5
Lawrence - Arlington Middle School,01490017,     266,  23.8,        617,  49.9,  50.1,  42.8,  16.4,64.3
Lawrence - Community Day Arlington,01490009,     166,  26.0,        624,  48.1,  51.9,  57.1,  16.8,66.3
Lawrence - Edward F. Parthum,01490053,     198,  23.3,        668,  49.0,  51.0,  39.5,  15.6,62.4
Lawrence - Emily G Wetherbee,01490080,     236,  20.9,        699,  51.6,  48.4,  30.2,  21.5,63.1
Lawrence - Francis M Leahy,01490040,     126,  24.7,        521,  48.9,  51.1,  42.6,  11.9,69.5
Lawrence - Frost Middle School,01490525,     242,  25.6,        517,  47.0,  53.0,  14.1,  15.3,53.2
Lawrence - Gerard A. Guilmette,01490022,     145,  26.1,        510,  47.6,  52.4,  38.8,  24.9,72.2
Lawrence - Guilmette Middle School,01490025,     311,  14.9,        486,  52.7,  47.3,  25.1,  17.1,66
Lawrence - High School Learning Center,01490536,     125,   8.7,        165,  36.4,  63.6,  18.8,  25.5,55.2
Lawrence - James F Hennessey,01490020,      49,  18.4,        388,  46.6,  53.4,  53.9,  28.4,67.3
Lawrence - John Breen School,01490003,      27,  14.2,        364,  44.2,  55.8,  50.3,  34.1,64.8
Lawrence - John K Tarbox,01490075,      75,  23.4,        358,  47.5,  52.5,  50.0,  12.0,71.2
Lawrence - Lawlor Early Childhood Center,01490002,       9,  19.3,        174,  48.9,  51.1,  26.4,   9.8,70.1
Lawrence - Lawrence Family Public Academy,01490011,      44,  20.7,        223,  42.2,  57.8,  35.9,  15.2,66.4
Lawrence - Lawrence High School,01490515,"   1,454",  17.9,"      3,274",  49.1,  50.9,  36.3,  15.7,53.7
Lawrence - Oliver Partnership School,01490048,     100,  23.1,        462,  48.5,  51.5,  40.9,  17.7,66
Lawrence - Parthum Middle School,01490027,     252,  23.6,        611,  50.2,  49.8,  28.5,  17.7,60.1
Lawrence - Phoenix Academy Lawrence,01490540,     250,  16.8,        138,  37.7,  62.3,  23.9,  31.2,59.4
Lawrence - Robert Frost,01490018,     125,  25.1,        620,  50.5,  49.5,  26.1,  15.6,57.9
Lawrence - Rollins Early Childhood Center,01490001,      16,  11.9,        190,  39.5,  60.5,  46.3,  50.0,68.4
Lawrence - School for Exceptional Studies,01490537,     231,   4.9,        147,  17.7,  82.3,  19.0, 100.0,84.4
Lawrence - South Lawrence East Elementary School,01490004,     249,  23.4,        777,  45.9,  54.1,  40.7,  25.7,74
Lawrence - Spark Academy,01490085,     247,  15.1,        470,  51.9,  48.1,  28.3,  22.3,65.5
Lawrence - UP Academy Leonard Middle School,01490090,      92,  23.5,        308,  44.5,  55.5,  40.6,  15.6,63.3
Lawrence - UP Academy Oliver Middle School,01490049,      82,  26.5,        358,  46.9,  53.1,  29.3,  18.2,62.3
Lawrence Family Development Charter (District) - Lawrence Family Development Charter School,04540205,     327,  18.2,        734,  54.2,  45.8,  28.9,   7.5,53.7
Lee - Lee Elementary,01500025,     158,  15.7,        346,  48.8,  51.2,   6.1,  10.7,42.2
Lee - Lee Middle/High School,01500505,     247,  11.8,        345,  49.9,  50.1,   2.0,  12.5,28.7
Leicester - Leicester High,01510505,     225,  17.1,        472,  47.0,  52.8,   2.8,  14.0,23.1
Leicester - Leicester Memorial Elementary,01510005,     108,  21.8,        336,  45.5,  54.5,   3.6,  16.4,26.8
Leicester - Leicester Middle,01510015,     230,  17.9,        419,  48.9,  51.1,   1.4,  15.0,22.4
Leicester - Leicester Primary School,01510010,     140,  19.2,        371,  41.2,  58.8,   3.2,  22.6,27.8
Lenox - Lenox Memorial High,01520505,     367,  11.5,        436,  51.4,  48.6,   1.8,   9.2,16.1
Lenox - Morris,01520015,     159,  16.8,        312,  49.0,  51.0,   3.5,  11.5,15.1
Leominster - Bennett,01530003,      12,  10.2,        122,  34.4,  65.6,  13.9,  61.5,39.3
Leominster - Center For Technical Education Innovation,01530605,     135,  14.8,        707,  36.4,  63.6,   1.4,  24.5,32.1
Leominster - Fall Brook,01530007,     272,  25.0,        674,  47.5,  52.5,  13.6,  22.0,33.2
Leominster - Frances Drake School,01530010,     255,  20.6,        576,  48.3,  51.7,  13.7,  26.0,49.5
Leominster - Johnny Appleseed,01530025,     308,  21.5,        671,  51.6,  48.4,  13.6,  18.3,39.5
Leominster - Leominster Center for Excellence,01530515,      42,  15.1,         55,  58.2,  41.8,   3.6,  43.6,56.4
Leominster - Leominster High School,01530505,     652,  19.0,"      1,681",  48.5,  51.5,   5.9,  16.3,30.5
Leominster - Lincoln School,01530005,       5,  11.4,         57,  31.6,  68.4,  19.3,  73.7,40.4
Leominster - Northwest,01530030,     283,  24.9,        700,  49.7,  50.3,  15.7,  19.9,45.3
Leominster - Priest Street,01530040,      49,  18.4,        130,  43.8,  56.2,  11.5,  27.7,56.9
Leominster - Samoset School,01530045,     368,  15.7,        507,  47.7,  52.1,   3.2,  28.2,35.3
Leominster - Sky View Middle School,01530320,     478,  22.0,        946,  47.8,  52.2,   8.0,  24.5,38.2
Leverett - Leverett Elementary,01540005,      45,  16.0,        127,  40.9,  59.1,   0.0,  14.2,22.8
Lexington - Bowman,01550008,     115,  21.7,        565,  48.1,  51.9,  14.2,   9.4,5.3
Lexington - Bridge,01550006,     125,  20.3,        580,  50.5,  49.5,   9.8,  10.3,6.6
Lexington - Fiske,01550015,     102,  21.8,        503,  45.7,  54.3,  10.3,  17.1,4
Lexington - Harrington,01550030,     100,  21.7,        491,  48.3,  51.7,   6.9,  13.8,5.7
Lexington - Jonas Clarke Middle,01550305,     512,  19.8,        939,  47.3,  52.7,   4.0,  13.3,5.2
Lexington - Joseph Estabrook,01550010,     122,  21.0,        580,  49.8,  50.2,  13.4,  11.6,6.4
Lexington - Lexington Children's Place,01550001,       6,  15.7,         94,  38.3,  61.7,  26.6,  50.0,17
Lexington - Lexington High,01550505,"   1,189",  19.6,"      2,223",  49.0,  50.9,   1.6,  10.8,5
Lexington - Maria Hastings,01550035,      97,  22.0,        478,  48.1,  51.9,  13.6,  19.7,5
Lexington - Wm Diamond Middle,01550310,     506,  19.1,        894,  51.7,  48.3,   3.7,  13.3,4.4
Libertas Academy Charter School (District) - Libertas Academy Charter School,35140305,      31,  28.3,         91,  44.0,  56.0,  45.1,  25.3,79.1
Lincoln - Hanscom Middle,01570305,     150,  17.1,        255,  49.8,  50.2,   2.7,  22.4,2.4
Lincoln - Hanscom Primary,01570006,      98,  14.7,        282,  47.9,  52.1,   4.3,  20.2,1.8
Lincoln - Lincoln School,01570025,     330,  15.7,        596,  49.2,  50.8,   3.9,  22.3,9.1
Lincoln-Sudbury - Lincoln-Sudbury Regional High,06950505,"   1,249",  18.2,"      1,532",  48.6,  51.4,   0.3,  16.5,5.5
Littleton - Littleton High School,01580505,     242,  13.7,        465,  55.1,  44.9,   0.6,  17.4,5.6
Littleton - Littleton Middle School,01580305,     184,  19.5,        366,  54.1,  45.9,   0.5,  17.2,11.2
Littleton - Russell St Elementary,01580015,     198,  21.5,        387,  47.5,  52.5,   0.5,  17.8,8
Littleton - Shaker Lane Elementary,01580005,      82,  19.5,        454,  52.2,  47.8,   4.6,  12.6,7.3
Longmeadow - Blueberry Hill,01590005,     205,  19.6,        434,  48.6,  51.4,   2.1,  15.7,5.3
Longmeadow - Center,01590010,     201,  19.0,        411,  49.1,  50.9,   0.2,  20.4,6.3
Longmeadow - Glenbrook Middle,01590017,     169,  20.2,        346,  49.7,  50.3,   0.0,  20.5,7.8
Longmeadow - Longmeadow High,01590505,     408,  18.9,        955,  49.8,  50.2,   0.4,  17.2,5.5
Longmeadow - Williams Middle,01590305,     179,  18.6,        335,  46.0,  54.0,   0.0,  17.6,4.8
Longmeadow - Wolf Swamp Road,01590025,     168,  19.8,        415,  46.5,  53.5,   1.2,  26.5,13
Lowell - Abraham Lincoln,01600020,     284,  18.4,        521,  42.2,  57.8,  34.5,  19.2,63.9
Lowell - B.F. Butler Middle School,01600310,     359,  22.6,        577,  49.9,  50.1,  19.4,  18.9,52.9
Lowell - Bartlett Community Partnership,01600090,     303,  17.3,        518,  49.0,  51.0,  28.6,  23.4,55.8
Lowell - Charles W Morey,01600030,     274,  19.8,        534,  49.4,  50.6,  42.7,  18.5,40.1
Lowell - Charlotte M Murkland Elementary,01600080,     228,  22.9,        517,  45.5,  54.5,  39.7,  20.5,68.1
Lowell - Dr An Wang School,01600345,     359,  22.9,        728,  49.9,  50.1,  25.5,  14.6,49.6
Lowell - Dr Gertrude Bailey,01600002,     283,  18.6,        500,  48.4,  51.6,  24.0,  17.2,44.2
Lowell - Greenhalge,01600015,     251,  20.5,        518,  46.9,  53.1,  32.4,  20.1,68.9
Lowell - Henry J Robinson Middle,01600330,     285,  23.2,        687,  48.8,  51.2,  27.5,  15.7,61.1
Lowell - James S Daley Middle School,01600315,     312,  22.2,        702,  46.9,  53.1,  12.0,  18.1,40.9
Lowell - James Sullivan Middle School,01600340,     288,  24.1,        699,  48.1,  51.9,  27.0,  17.7,58.1
Lowell - John J Shaughnessy,01600050,     283,  18.1,        489,  50.3,  49.7,  28.2,  18.6,55.4
Lowell - Joseph McAvinnue,01600010,     283,  18.8,        504,  48.2,  51.8,  36.9,  15.1,62.3
Lowell - Kathryn P. Stoklosa Middle School,01600360,     369,  21.7,        723,  48.8,  51.2,  32.6,  14.4,62.9
Lowell - Laura Lee Therapeutic Day School,01600085,      60,   3.1,         26,  11.5,  88.5,  15.4, 100.0,80.8
Lowell - Leblanc Therapeutic Day School,01600320,      89,   4.3,         45,  28.9,  71.1,   2.2, 100.0,71.1
Lowell - Lowell Day School on Broadway,01600605,      74,   2.4,         20,  25.0,  75.0,   5.0, 100.0,35
Lowell - Lowell High,01600505,"   2,061",  20.8,"      3,245",  50.4,  49.6,  12.2,  10.5,43.1
Lowell - Moody Elementary,01600027,     129,  19.6,        256,  53.5,  46.5,  43.0,  10.5,66.8
Lowell - Pawtucketville Memorial,01600036,     308,  17.9,        518,  47.9,  52.1,  23.4,  18.9,43.6
Lowell - Peter W Reilly,01600040,     325,  18.3,        531,  47.8,  52.2,  26.9,  16.2,49.2
Lowell - Pyne Arts,01600018,     383,  17.5,        508,  46.5,  53.5,  19.9,  20.7,44.5
Lowell - Rogers STEM Academy,01600005,     368,  17.8,        695,  46.6,  53.4,  32.2,  17.6,62.2
Lowell - S Christa McAuliffe Elementary,01600075,     296,  17.5,        510,  51.4,  48.6,  24.5,  19.4,60.8
Lowell - The Career Academy,01600515,     106,   9.5,        106,  29.2,  70.8,  10.4,  14.2,76.4
Lowell - Washington,01600055,     160,  15.5,        251,  43.0,  57.0,  29.9,  20.3,46.6
Lowell Community Charter Public (District) - Lowell Community Charter Public School,04560050,     254,  21.0,        797,  51.1,  48.9,  53.3,  17.2,44.9
Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,04580505,     129,  12.9,        109,  45.0,  55.0,   4.6,  29.4,64.2
Ludlow - Chapin Street Elementary School,01610020,     149,  17.8,        326,  54.6,  45.4,   5.5,  14.1,34.4
Ludlow - East Street Elementary School,01610010,     159,  14.8,        425,  45.2,  54.8,   7.5,  18.8,32.9
Ludlow - Ludlow Senior High,01610505,     378,  15.5,        883,  50.6,  49.4,   1.5,  13.7,20.7
Ludlow - Paul R Baird Middle,01610305,     294,  18.7,        640,  49.5,  50.5,   1.7,  15.5,22.8
Ludlow - Veterans Park Elementary,01610023,     205,  21.4,        395,  46.3,  53.7,   1.8,  16.7,25.8
Lunenburg - Advanced Community Experience Program,01620605,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Lunenburg - Lunenburg High,01620505,     220,  15.5,        446,  49.8,  50.2,   0.9,  10.8,12.6
Lunenburg - Lunenburg Middle School,01620305,     245,  22.3,        433,  44.8,  55.2,   2.3,  14.3,13.2
